"KundenNr";"Zeitstempel";"PLZ";"Schulform";"Museum"
211262;"2015-11-02 13:00:00";22159;"Gymnasium";"Zoologisches Museum im CeNaK"
207177;"2016-02-24 14:30:00";22609;"Gymnasium";"Museum für Kunst und Gewerbe "
10231;"2015-09-29 10:00:00";21079;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
192638;"2013-05-28 12:15:00";22047;"Grundschule";"Museum für Hamburgische Geschichte"
130891;"2016-06-28 11:00:00";21029;"Gymnasium";"Jenisch Haus"
163368;"2015-09-09 10:00:00";22455;"Stadtteilschule";"Museum der Arbeit "
204385;"2016-03-01 13:30:00";20144;"Gymnasium";"Museum für Kunst und Gewerbe "
53697;"2016-02-17 09:30:00";22145;"Gymnasium";"Zoologisches Museum im CeNaK"
195384;"2015-09-28 10:00:00";21035;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
206683;"2015-04-24 10:00:00";21031;"Gymnasium";"Altonaer Museum "
212612;"2015-11-26 10:00:00";22455;"Stadtteilschule";"BallinStadt - das Auswanderermuseum Hamburg"
101401;"2015-06-11 09:00:00";22419;"Grundschule";"Hamburger Kunsthalle"
117156;"2016-03-30 16:00:00";22081;"Gymnasium";"Bucerius Kunst Forum"
3946;"2015-06-25 10:00:00";22083;"Grundschule";"Museum für Kunst und Gewerbe "
199394;"2014-06-03 09:00:00";22145;"Grundschule";"Museum für Hamburgische Geschichte"
210939;"2015-10-07 10:30:00";21037;"Stadtteilschule";"Hamburger Kunsthalle"
208042;"2015-06-09 10:00:00";22419;"Stadtteilschule";"Museum für Kunst und Gewerbe "
160923;"2016-06-13 09:30:00";22307;"Stadtteilschule";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
204834;"2016-04-07 10:15:00";22587;"Gymnasium";"Museum der Arbeit "
201605;"2015-06-19 09:30:00";21031;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
193497;"2016-09-29 15:00:00";22111;"Gymnasium";"HSV-Museum"
194860;"2015-09-23 10:30:00";22763;"Stadtteilschule";"Hamburger Kunsthalle"
72181;"2015-06-08 11:00:00";22457;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
153873;"2015-06-18 11:30:00";22309;"Stadtteilschule";"Hamburger Kunsthalle"
32061;"2016-06-21 14:00:00";20249;"Gymnasium";"Altonaer Museum "
199413;"2016-02-25 10:00:00";22359;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
195443;"2016-01-26 12:30:00";22761;"Stadtteilschule";"Hamburger Kunsthalle"
145883;"2015-04-29 12:30:00";20099;"Stadtteilschule";"Hamburger Kunsthalle"
206437;"2015-03-26 13:00:00";20144;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
3818;"2016-07-12 10:45:00";22143;"Gymnasium";"Hamburger Kunsthalle"
117876;"2015-05-21 13:00:00";22399;"Stadtteilschule";"Sammlung Falckenberg - Deichtorhallen Hamburg"
205754;"2015-06-25 11:00:00";22049;"Stadtteilschule";"Archäologisches Museum Hamburg "
181658;"2015-10-13 11:00:00";22587;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
23276;"2015-09-16 14:45:00";22395;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
202083;"2015-05-28 11:30:00";22455;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
160958;"2016-06-17 12:00:00";22587;"Stadtteilschule";"Jenisch Haus"
207992;"2015-08-07 10:00:00";22419;"Stadtteilschule";"HSV-Museum"
198967;"2015-10-02 10:00:00";21077;"Gemeinschaftsschule";"Museum der Arbeit "
100181;"2015-04-07 14:30:00";20099;"Gymnasium";"Museum für Kunst und Gewerbe "
12476;"2015-04-23 12:30:00";22043;"Stadtteilschule";"Museum für Kunst und Gewerbe "
73566;"2015-07-13 09:30:00";21031;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
205103;"2015-02-25 10:00:00";22045;"Grundschule";"Zoologisches Museum im CeNaK"
1515;"2016-06-01 12:30:00";22305;"Stadtteilschule";"Museum für Kunst und Gewerbe "
58546;"2015-10-14 13:00:00";22419;"Stadtteilschule";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
127066;"2015-09-15 10:00:00";21109;"Stadtteilschule";"Bucerius Kunst Forum"
209840;"2015-09-11 14:00:00";22111;"Gymnasium";"Hamburger Kunsthalle"
186633;"2016-03-24 09:30:00";22159;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
163703;"2016-01-22 14:00:00";22765;"Stadtteilschule";"Hamburger Kunsthalle"
177748;"2015-09-17 10:00:00";22359;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
186633;"2016-03-24 09:30:00";22159;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
209901;"2015-09-04 14:00:00";22395;"Gemeinschaftsschule";"Bucerius Kunst Forum"
196749;"2015-09-08 14:00:00";22147;"Gymnasium";"Bucerius Kunst Forum"
39401;"2016-05-10 11:00:00";20099;"Gymnasium";"Museum für Kunst und Gewerbe "
126511;"2016-02-09 10:00:00";22547;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
192531;"2015-07-08 11:00:00";22179;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
159468;"2015-11-26 12:00:00";22455;"Stadtteilschule";"Bucerius Kunst Forum"
206281;"2016-01-26 15:30:00";22763;"Gemeinschaftsschule";"Hamburger Kunsthalle"
201728;"2015-09-21 14:00:00";22049;"Stadtteilschule";"Jüdischer Friedhof in Hamburg-Altona"
198967;"2015-10-01 10:00:00";21077;"Gemeinschaftsschule";"Museum der Arbeit "
208343;"2015-06-16 10:00:00";22527;"Gymnasium";"Museum für Hamburgische Geschichte"
113116;"2015-12-10 10:00:00";22399;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
208686;"2015-07-01 10:30:00";21037;"Stadtteilschule";"Zoologisches Museum im CeNaK"
207293;"2016-04-25 10:00:00";22119;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
206703;"2015-04-28 13:00:00";22081;"Gymnasium";"Museum für Kunst und Gewerbe "
191816;"2015-07-08 09:00:00";22587;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
192087;"2013-04-17 10:15:00";22143;"Grundschule";"Museum für Völkerkunde Hamburg"
193874;"2016-04-12 10:30:00";21031;"Gymnasium";"Museum der Arbeit "
203977;"2015-03-25 12:30:00";21033;"Stadtteilschule";"Hamburger Kunsthalle"
206888;"2015-04-28 10:00:00";22159;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
192569;"2015-12-07 14:00:00";22117;"Stadtteilschule";"Bucerius Kunst Forum"
206975;"2015-05-21 10:00:00";22303;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
202063;"2016-10-11 13:00:00";22307;"Stadtteilschule";"Museum der Arbeit "
200724;"2014-07-16 10:30:00";22159;"Grundschule";"Zoologisches Museum im CeNaK"
192863;"2015-07-10 10:45:00";22143;"Stadtteilschule";"BallinStadt - das Auswanderermuseum Hamburg"
198771;"2014-06-06 10:30:00";21109;"Grundschule";"Hamburger Kunsthalle"
179358;"2015-06-15 10:00:00";22359;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
3716;"2016-07-15 13:30:00";22559;"Gymnasium";"Museum der Arbeit "
87411;"2015-12-04 09:30:00";21147;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
26411;"2013-09-13 10:00:00";22159;"Grundschule";"Hamburger Kunsthalle"
192743;"2016-01-14 10:15:00";21149;"Stadtteilschule";"BallinStadt - das Auswanderermuseum Hamburg"
208685;"2015-07-08 10:30:00";22395;"Gymnasium";"HSV-Museum"
9896;"2016-04-01 10:00:00";22175;"Gymnasium";"Museum der Arbeit "
146358;"2016-02-19 12:30:00";20099;"Gymnasium";"Museum der Arbeit "
207505;"2015-05-26 10:00:00";22111;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
207765;"2015-05-26 10:15:00";22455;"Stadtteilschule";"Museum für Kunst und Gewerbe "
208108;"2015-07-08 12:30:00";22049;"Stadtteilschule";"Internationales Maritimes Museum Hamburg"
198485;"2014-03-12 10:00:00";21079;"Grundschule";"Altonaer Museum "
190927;"2016-06-08 09:30:00";22417;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
100181;"2015-04-28 14:30:00";20099;"Gymnasium";"Museum für Kunst und Gewerbe "
206296;"2015-03-31 14:45:00";21077;"Gymnasium";"Museum für Kunst und Gewerbe "
206888;"2015-04-29 11:00:00";22159;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
204042;"2016-01-04 09:30:00";22043;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
146363;"2015-06-18 11:30:00";22179;"Förderschule";"KZ-Gedenkstätte Neuengamme"
149023;"2016-04-19 16:00:00";22529;"Gymnasium";"Bucerius Kunst Forum"
126511;"2016-02-09 10:00:00";22547;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
199270;"2014-06-06 10:00:00";22111;"Grundschule";"Museum für Hamburgische Geschichte"
977;"2015-07-07 13:00:00";21029;"Gymnasium";"Hamburger Kunsthalle"
186578;"2015-07-07 11:00:00";22527;"Stadtteilschule";"Museum der Arbeit "
26876;"2016-09-22 14:15:00";22041;"Gymnasium";"Hamburger Kunsthalle"
196597;"2016-01-14 10:00:00";22359;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
19971;"2016-01-22 09:30:00";21033;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
3716;"2016-07-15 12:30:00";22559;"Gymnasium";"Museum der Arbeit "
1846;"2015-12-17 10:00:00";22529;"Gymnasium";"Hamburger Kunsthalle"
49677;"2015-06-23 11:15:00";21075;"Gymnasium";"Museum für Hamburgische Geschichte"
206281;"2016-01-27 14:30:00";22763;"Gemeinschaftsschule";"Hamburger Kunsthalle"
100176;"2016-03-23 10:30:00";22399;"Gymnasium";"Bucerius Kunst Forum"
209020;"2015-07-14 12:30:00";21033;"Stadtteilschule";"Museum für Kunst und Gewerbe "
170243;"2016-06-29 09:30:00";21035;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
8611;"2015-10-13 10:00:00";22399;"Grundschule";"Jüdischer Friedhof in Hamburg-Altona"
197007;"2015-06-18 10:00:00";21109;"Stadtteilschule";"Museum für Kunst und Gewerbe "
3061;"2016-02-09 12:00:00";22303;"Grundschule";"Hamburger Kunsthalle"
191667;"2015-12-09 09:00:00";22419;"Stadtteilschule";"Zoologisches Museum im CeNaK"
94181;"2015-08-28 11:00:00";20144;"Stadtteilschule";"Hamburger Kunsthalle"
208849;"2015-07-10 12:00:00";21079;"Stadtteilschule";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
10231;"2015-09-29 10:00:00";21079;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
208490;"2015-07-06 13:00:00";22179;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
83651;"2015-07-09 10:15:00";22041;"Gymnasium";"Internationales Maritimes Museum Hamburg"
33931;"2014-02-25 10:30:00";20148;"Grundschule";"Hamburger Kunsthalle"
209817;"2015-09-24 10:00:00";22395;"Gymnasium";"Hamburger Kunsthalle"
92691;"2016-05-30 12:00:00";21149;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
207852;"2015-05-21 11:00:00";20144;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
54387;"2015-11-26 11:00:00";22359;"Stadtteilschule";"Hamburger Kunsthalle"
176503;"2013-01-09 10:30:00";20099;"Grundschule";"Hamburger Kunsthalle"
208018;"2015-06-19 10:00:00";20537;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
202231;"2015-11-23 10:00:00";22115;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
205259;"2015-06-19 11:00:00";22609;"Gymnasium";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
199132;"2015-06-23 12:00:00";21075;"Stadtteilschule";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
209883;"2015-09-30 10:15:00";22395;"Stadtteilschule";"Museum für Kunst und Gewerbe "
202231;"2015-11-23 10:00:00";22115;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
196354;"2015-04-21 10:15:00";20099;"Stadtteilschule";"BallinStadt - das Auswanderermuseum Hamburg"
217168;"2016-04-08 11:00:00";22395;"Stadtteilschule";"Hamburger Kunsthalle"
205864;"2015-03-03 10:00:00";22765;"Grundschule";"Altonaer Museum "
192517;"2015-11-18 10:00:00";22761;"Stadtteilschule";"Museum der Arbeit "
32231;"2015-12-15 14:30:00";21035;"Gymnasium";"Museum für Kunst und Gewerbe "
205199;"2015-06-26 13:00:00";22043;"Stadtteilschule";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
3156;"2015-09-25 10:30:00";20354;"Gymnasium";"Museum für Kunst und Gewerbe "
206153;"2015-04-24 10:00:00";20149;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
208280;"2015-06-19 09:00:00";20355;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
119256;"2016-02-04 10:00:00";21129;"Stadtteilschule";"BallinStadt - das Auswanderermuseum Hamburg"
208195;"2015-06-30 09:30:00";22455;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
150673;"2015-11-13 10:00:00";22111;"Stadtteilschule";"Museum der Arbeit "
179358;"2015-06-18 10:00:00";22359;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
200886;"2016-06-16 13:00:00";20144;"Stadtteilschule";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
1515;"2016-01-11 11:00:00";22305;"Stadtteilschule";"Sammlung Falckenberg - Deichtorhallen Hamburg"
35756;"2016-07-15 11:00:00";21077;"Gymnasium";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
10231;"2015-09-17 11:00:00";21079;"Gymnasium";"Museum der Arbeit "
11926;"2016-06-20 13:30:00";22523;"Stadtteilschule";"Museum der Arbeit "
201531;"2015-07-13 10:00:00";22587;"Gymnasium";"Sammlung Falckenberg - Deichtorhallen Hamburg"
210083;"2015-10-05 13:00:00";22587;"Gymnasium";"Sammlung Falckenberg - Deichtorhallen Hamburg"
8501;"2016-01-27 10:00:00";22043;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
199413;"2016-02-09 11:00:00";22359;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
166043;"2015-07-13 16:30:00";22303;"Gymnasium";"Bucerius Kunst Forum"
207128;"2015-12-17 13:00:00";22587;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
59861;"2015-11-10 12:00:00";22159;"Stadtteilschule";"BallinStadt - das Auswanderermuseum Hamburg"
191357;"2016-11-07 09:30:00";20144;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
201012;"2015-06-18 09:30:00";22111;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
205007;"2016-03-24 13:45:00";22175;"Gymnasium";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
207293;"2015-05-27 10:00:00";22119;"Stadtteilschule";"Zoologisches Museum im CeNaK"
145923;"2015-10-13 11:30:00";22587;"Gymnasium";"Altonaer Museum "
44511;"2016-09-21 13:00:00";21029;"Gymnasium";"Museum der Arbeit "
181658;"2015-10-13 11:15:00";22587;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
2118;"2015-04-07 10:00:00";22559;"Grundschule";"Hafenmuseum Hamburg"
66696;"2016-04-20 10:30:00";21129;"Gymnasium";"Bucerius Kunst Forum"
191684;"2013-03-26 11:00:00";22587;"Grundschule";"Archäologisches Museum Hamburg "
31211;"2015-05-06 10:00:00";22043;"Stadtteilschule";"Zoologisches Museum im CeNaK"
193377;"2015-06-22 10:15:00";20354;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
206629;"2015-04-24 10:00:00";22159;"Stadtteilschule";"Museum für Kunst und Gewerbe "
163703;"2015-06-03 14:00:00";22765;"Stadtteilschule";"Hamburger Kunsthalle"
207770;"2015-10-12 10:00:00";22769;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
146208;"2016-04-18 09:00:00";22769;"Gymnasium";"Bucerius Kunst Forum"
185108;"2016-09-30 09:30:00";22081;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
17941;"2015-04-27 09:30:00";21073;"Sonderschule";"KZ-Gedenkstätte Neuengamme"
206162;"2015-12-10 17:30:00";22529;"Gymnasium";"Hamburger Kunsthalle"
1328;"2016-02-18 15:00:00";22111;"Gymnasium";"Bucerius Kunst Forum"
177748;"2015-09-15 10:00:00";22339;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
163703;"2015-12-18 14:00:00";22765;"Stadtteilschule";"Hamburger Kunsthalle"
45666;"2016-02-23 12:00:00";22359;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
210400;"2015-10-13 11:45:00";22399;"Gymnasium";"Museum für Kunst und Gewerbe "
201012;"2015-06-23 10:00:00";22111;"Stadtteilschule";"Museum für Kunst und Gewerbe "
72181;"2015-06-09 11:00:00";22457;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
26876;"2016-07-15 11:45:00";22041;"Gymnasium";"Hamburger Kunsthalle"
198967;"2015-10-01 11:30:00";21077;"Gemeinschaftsschule";"Museum der Arbeit "
114771;"2015-11-06 13:00:00";22609;"Stadtteilschule";"Hamburger Kunsthalle"
149833;"2015-06-11 14:00:00";22083;"Stadtteilschule";"Hamburger Kunsthalle"
209620;"2015-09-23 11:00:00";22609;"Gymnasium";"Altonaer Museum "
206824;"2015-04-08 11:00:00";22049;"Stadtteilschule";"Hamburger Kunsthalle"
191541;"2015-09-17 11:30:00";22769;"Stadtteilschule";"Hamburger Kunsthalle"
194389;"2016-09-16 11:00:00";22587;"Gymnasium";"Hamburger Kunsthalle"
201605;"2015-09-10 10:00:00";21031;"Gymnasium";"Museum der Arbeit "
210971;"2015-10-14 12:00:00";21029;"Gymnasium";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
69201;"2013-11-12 10:00:00";22415;"Grundschule";"Museum für Hamburgische Geschichte"
199351;"2015-10-02 14:00:00";22303;"Stadtteilschule";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
167808;"2015-12-01 10:00:00";22769;"Grundschule";"Museum für Hamburgische Geschichte"
206157;"2016-04-30 12:15:00";22397;"Gymnasium";"Museum für Hamburgische Geschichte"
68756;"2015-11-12 11:00:00";22763;"Stadtteilschule";"BallinStadt - das Auswanderermuseum Hamburg"
2550;"2015-07-13 13:00:00";20354;"Gymnasium";"Museum der Arbeit "
87411;"2015-12-04 09:30:00";21147;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
99151;"2016-06-08 11:00:00";22765;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
208649;"2015-07-06 13:00:00";22549;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
197120;"2014-04-10 11:00:00";20355;"Grundschule";"Archäologisches Museum Hamburg "
193226;"2013-05-23 11:00:00";21029;"Grundschule";"Museum für Bergedorf und die Vierlande"
200478;"2015-11-17 13:30:00";22605;"Gymnasium";"Hamburger Kunsthalle"
202355;"2016-07-08 10:30:00";22303;"Gymnasium";"Bucerius Kunst Forum"
191357;"2016-11-07 09:30:00";20144;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
201605;"2015-06-19 10:00:00";21031;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
120776;"2016-04-12 14:00:00";21075;"Gymnasium";"Museum für Hamburgische Geschichte"
190896;"2016-05-12 12:45:00";22307;"Stadtteilschule";"Altonaer Museum "
10801;"2016-01-29 09:00:00";20359;"Gemeinschaftsschule";"Hamburger Kunsthalle"
198345;"2016-04-28 10:00:00";22339;"Stadtteilschule";"Museum der Arbeit "
88071;"2015-04-29 12:30:00";22453;"Gymnasium";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
193641;"2015-09-17 13:30:00";20251;"Stadtteilschule";"Museum für Kunst und Gewerbe "
187268;"2015-10-06 09:00:00";22547;"Stadtteilschule";"Zoologisches Museum im CeNaK"
115126;"2015-07-07 09:00:00";22395;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
211273;"2015-10-14 13:45:00";22043;"Stadtteilschule";"BallinStadt - das Auswanderermuseum Hamburg"
191884;"2013-03-26 11:00:00";22145;"Grundschule";"Zoologisches Museum im CeNaK"
192984;"2016-01-28 11:15:00";22605;"Gymnasium";"Museum für Kunst und Gewerbe "
191279;"2016-07-01 10:00:00";22043;"Stadtteilschule";"Museum der Arbeit "
204042;"2016-06-30 10:00:00";22043;"Gymnasium";"Museum der Arbeit "
210474;"2015-10-08 12:30:00";22763;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
198967;"2015-10-01 10:00:00";21077;"Gemeinschaftsschule";"Museum der Arbeit "
191075;"2016-06-16 09:30:00";21033;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
193618;"2013-06-13 11:00:00";22159;"Grundschule";"Museum für Hamburgische Geschichte"
163338;"2015-06-18 12:00:00";22159;"Gymnasium";"Hamburger Kunsthalle"
199473;"2014-06-27 10:00:00";22549;"Grundschule";"Hamburger Kunsthalle"
195547;"2015-09-16 10:00:00";22399;"Stadtteilschule";"Museum für Kunst und Gewerbe "
146668;"2015-04-07 13:30:00";22359;"Gymnasium";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
39941;"2016-06-08 11:00:00";22761;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
84121;"2016-02-23 11:00:00";22417;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
205696;"2015-05-13 10:30:00";21107;"Gymnasium";"Hafenmuseum Hamburg"
94306;"2015-03-24 10:30:00";21109;"Grundschule";"Hamburger Kunsthalle"
195379;"2016-01-14 11:00:00";22587;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
190531;"2015-09-22 13:00:00";22303;"Stadtteilschule";"Museum für Kunst und Gewerbe "
101226;"2016-04-29 09:30:00";21031;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
146668;"2015-05-07 15:00:00";22359;"Gymnasium";"Hamburger Kunsthalle"
208542;"2015-06-23 12:00:00";22111;"Stadtteilschule";"Hamburger Kunsthalle"
197239;"2015-05-29 10:30:00";22359;"Gymnasium";"Hamburger Kunsthalle"
177748;"2015-09-16 10:00:00";22359;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
213802;"2016-01-08 14:00:00";20355;"Stadtteilschule";"Hamburger Kunsthalle"
206266;"2015-04-20 10:00:00";22301;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
117156;"2015-12-15 15:30:00";22081;"Gymnasium";"Museum für Kunst und Gewerbe "
45666;"2016-09-08 12:00:00";22359;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
190578;"2016-02-03 11:00:00";20149;"Gymnasium";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
133056;"2016-04-28 10:00:00";22179;"Gymnasium";"Museum der Arbeit "
207093;"2015-04-30 14:30:00";20099;"Gymnasium";"Museum für Kunst und Gewerbe "
206632;"2015-04-07 14:30:00";20099;"Gymnasium";"Museum für Kunst und Gewerbe "
191875;"2015-12-03 11:00:00";22043;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
187043;"2015-09-03 10:00:00";22119;"Stadtteilschule";"Museum für Kunst und Gewerbe "
196597;"2016-01-11 10:00:00";22359;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
210668;"2015-11-11 10:00:00";22117;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
205505;"2015-07-09 12:30:00";22337;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
209530;"2015-09-02 09:00:00";21149;"Stadtteilschule";"Archäologisches Museum Hamburg "
144488;"2016-09-30 09:30:00";22081;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
86676;"2015-11-09 09:30:00";22527;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
130891;"2015-11-18 15:00:00";21029;"Gymnasium";"Museum für Völkerkunde Hamburg"
197606;"2014-02-20 11:00:00";22337;"Förderschule";"Archäologisches Museum Hamburg "
426;"2015-07-07 10:30:00";22587;"Gymnasium";"Museum für Kunst und Gewerbe "
