"KundenNr";"Zeitstempel";"PLZ";"Schulform";"Museum"
198338;"2016-10-20 10:30:00";22549;"Grundschule";"Zoologisches Museum im CeNaK"
65166;"2013-04-04 10:00:00";20253;"Grundschule";"Museum für Hamburgische Geschichte"
198463;"2014-04-02 12:00:00";20146;"Stadtteilschule";"Museum für Hamburgische Geschichte"
198090;"2014-04-09 10:00:00";22145;"Grundschule";"Museum für Hamburgische Geschichte"
158748;"2014-05-20 10:15:00";22547;"Grundschule";"Hamburger Kunsthalle"
210583;"2015-11-11 09:00:00";21075;"Grundschule";"Archäologisches Museum Hamburg "
199814;"2014-05-07 10:30:00";20357;"Grundschule";"Museum für Hamburgische Geschichte"
191868;"2013-05-30 10:00:00";22587;"Grundschule";"Museum für Hamburgische Geschichte"
187598;"2013-05-30 11:15:00";22767;"Stadtteilschule";"Hamburger Kunsthalle"
184198;"2013-08-13 10:00:00";20535;"Grundschule";"Archäologisches Museum Hamburg "
94186;"2013-11-01 10:00:00";22159;"Grundschule";"Museum für Hamburgische Geschichte"
2287;"2013-01-29 10:15:00";22089;"Grundschule";"Hamburger Kunsthalle"
195418;"2013-10-01 14:00:00";21073;"Grundschule";"Archäologisches Museum Hamburg "
205604;"2015-03-04 09:00:00";20253;"Grundschule";"Archäologisches Museum Hamburg "
4450;"2013-04-11 10:30:00";22045;"Grundschule";"Hamburger Kunsthalle"
192179;"2013-04-03 11:00:00";21031;"Grundschule";"Hamburger Kunsthalle"
197051;"2014-01-02 12:30:00";20535;"Stadtteilschule";"Museum der Arbeit "
171718;"2014-03-28 10:15:00";22767;"Grundschule";"Hamburger Kunsthalle"
191092;"2013-02-12 10:15:00";21073;"Sonderschule";"Hamburger Kunsthalle"
198520;"2014-04-04 10:00:00";22605;"Grundschule";"Museum für Hamburgische Geschichte"
200884;"2014-08-13 10:00:00";22337;"Gemeinschaftsschule";"Hafenmuseum Hamburg"
5066;"2013-04-19 10:00:00";22523;"Grundschule";"Hamburger Kunsthalle"
94306;"2014-04-23 10:00:00";21109;"Grundschule";"Museum für Hamburgische Geschichte"
198410;"2014-02-27 11:30:00";22179;"Grundschule";"Hamburger Kunsthalle"
192507;"2013-06-14 09:30:00";22455;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
192846;"2013-10-09 11:30:00";22047;"Grundschule";"Altonaer Museum "
306;"2013-03-21 10:00:00";22393;"Grundschule";"Hamburger Kunsthalle"
32206;"2014-05-15 09:00:00";22399;"Grundschule";"Museum für Hamburgische Geschichte"
204661;"2015-01-22 11:30:00";21077;"Grundschule";"Altonaer Museum "
2855;"2016-10-05 10:30:00";20249;"Grundschule";"Zoologisches Museum im CeNaK"
30486;"2014-06-17 10:15:00";22455;"Grundschule";"Museum für Völkerkunde Hamburg"
205424;"2015-04-14 10:00:00";20537;"Grundschule";"Museum für Hamburgische Geschichte"
127066;"2015-03-17 10:00:00";21109;"Stadtteilschule";"Museum für Kunst und Gewerbe "
3498;"2013-11-01 09:00:00";21029;"Grundschule";"Archäologisches Museum Hamburg "
191808;"2015-03-03 11:00:00";22145;"Grundschule";"Internationales Maritimes Museum Hamburg"
170648;"2013-02-14 11:00:00";22149;"Grundschule";"Archäologisches Museum Hamburg "
197157;"2014-02-20 10:00:00";22045;"Grundschule";"Museum der Arbeit "
197770;"2014-04-11 10:00:00";22549;"Grundschule";"Altonaer Museum "
204554;"2015-03-10 10:30:00";22043;"Grundschule";"Bucerius Kunst Forum"
15826;"2015-03-20 10:00:00";22547;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
205584;"2015-03-11 11:00:00";22767;"Grundschule";"Altonaer Museum "
190726;"2013-02-14 10:15:00";22417;"Grundschule";"Hamburger Kunsthalle"
199364;"2014-05-16 11:30:00";21077;"Grundschule";"Museum für Hamburgische Geschichte"
194410;"2014-01-15 10:30:00";20099;"Grundschule";"Hamburger Kunsthalle"
198236;"2014-04-10 10:30:00";22089;"Grundschule";"Hamburger Kunsthalle"
2765;"2013-08-15 10:00:00";22337;"Grundschule";"Archäologisches Museum Hamburg "
95506;"2013-10-23 10:00:00";22309;"Grundschule";"Museum für Hamburgische Geschichte"
205354;"2015-04-07 10:00:00";20251;"Grundschule";"Museum für Hamburgische Geschichte"
209944;"2015-11-18 09:00:00";22115;"Grundschule";"Hamburger Kunsthalle"
11776;"2014-06-06 09:00:00";21075;"Grundschule";"Archäologisches Museum Hamburg "
5066;"2014-05-08 10:00:00";22523;"Grundschule";"Hamburger Kunsthalle"
205486;"2015-03-12 11:30:00";21075;"Grundschule";"HSV-Museum"
196801;"2014-01-03 11:00:00";22763;"Grundschule";"Zoologisches Museum im CeNaK"
64651;"2015-03-24 10:00:00";22179;"Grundschule";"Museum für Hamburgische Geschichte"
204738;"2015-03-05 11:15:00";21079;"Grundschule";"HSV-Museum"
127171;"2015-02-26 10:30:00";22045;"Gymnasium";"Hamburger Kunsthalle"
190338;"2013-02-27 11:00:00";22085;"Grundschule";"Hamburger Kunsthalle"
206747;"2016-04-20 09:30:00";22765;"Grundschule";"Bucerius Kunst Forum"
133086;"2013-05-15 14:00:00";20357;"Grundschule";"Zoologisches Museum im CeNaK"
113676;"2014-11-04 09:00:00";21035;"Grundschule";"Hamburger Kunsthalle"
196010;"2013-11-01 10:00:00";22041;"Grundschule";"Museum für Völkerkunde Hamburg"
2287;"2015-02-17 09:00:00";22089;"Grundschule";"Hamburger Kunsthalle"
205754;"2015-06-25 11:00:00";22049;"Stadtteilschule";"Archäologisches Museum Hamburg "
197313;"2014-02-27 13:45:00";22049;"Grundschule";"Hamburger Kunsthalle"
198500;"2014-02-28 10:00:00";22337;"Grundschule";"Zoologisches Museum im CeNaK"
34521;"2014-05-15 11:00:00";22547;"Grundschule";"Museum für Hamburgische Geschichte"
191222;"2013-02-08 10:30:00";21129;"Stadtteilschule";"Museum für Kunst und Gewerbe "
167968;"2015-03-18 11:00:00";21031;"Grundschule";"Museum für Bergedorf und die Vierlande"
117716;"2014-11-07 11:45:00";21031;"Grundschule";"Museum der Arbeit "
81811;"2016-06-03 09:30:00";20257;"Grundschule";"Zoologisches Museum im CeNaK"
55786;"2013-04-30 10:00:00";20144;"Grundschule";"Museum für Hamburgische Geschichte"
1638;"2013-12-10 10:15:00";22393;"Grundschule";"Hamburger Kunsthalle"
4450;"2014-06-19 10:45:00";22045;"Grundschule";"Museum für Hamburgische Geschichte"
68756;"2015-02-19 14:30:00";22763;"Stadtteilschule";"Altonaer Museum "
93401;"2014-04-04 10:00:00";22523;"Grundschule";"Museum für Hamburgische Geschichte"
191201;"2013-03-21 10:00:00";20249;"Grundschule";"Hamburger Kunsthalle"
202137;"2014-10-02 12:00:00";21031;"Stadtteilschule";"Archäologisches Museum Hamburg "
199548;"2014-05-08 10:30:00";20357;"Grundschule";"Museum für Hamburgische Geschichte"
205486;"2015-03-10 11:30:00";21075;"Grundschule";"HSV-Museum"
207207;"2015-06-09 09:00:00";22529;"Grundschule";"Hamburger Kunsthalle"
191254;"2013-02-14 10:00:00";21147;"Grundschule";"Hamburger Kunsthalle"
199041;"2014-04-16 10:30:00";21149;"Grundschule";"Hamburger Kunsthalle"
193921;"2013-07-16 10:00:00";22607;"Grundschule";"Altonaer Museum "
4425;"2014-02-28 09:00:00";21073;"Sonderschule";"Archäologisches Museum Hamburg "
205356;"2015-02-18 10:00:00";22605;"Grundschule";"Altonaer Museum "
311;"2014-09-17 10:00:00";20251;"Stadtteilschule";"Museum für Hamburgische Geschichte"
2745;"2014-03-25 10:30:00";22457;"Grundschule";"Museum der Arbeit "
99091;"2013-04-16 10:00:00";22297;"Grundschule";"Museum für Hamburgische Geschichte"
12021;"2014-06-04 09:00:00";22149;"Grundschule";"Museum für Hamburgische Geschichte"
97416;"2014-10-08 10:00:00";22297;"Grundschule";"Speicherstadtmuseum"
13966;"2014-05-06 09:00:00";22415;"Grundschule";"Museum für Hamburgische Geschichte"
192582;"2013-05-29 11:45:00";22115;"Grundschule";"Museum für Völkerkunde Hamburg"
2287;"2013-11-08 10:00:00";22089;"Grundschule";"Hamburger Kunsthalle"
36161;"2013-04-10 11:00:00";20099;"Sonderschule";"Archäologisches Museum Hamburg "
101481;"2015-02-11 10:00:00";22605;"Grundschule";"Altonaer Museum "
200434;"2014-07-30 11:00:00";22457;"Grundschule";"Museum für Völkerkunde Hamburg"
200641;"2014-07-01 11:00:00";22605;"Grundschule";"Archäologisches Museum Hamburg "
149323;"2013-11-26 10:30:00";22149;"Grundschule";"Museum für Völkerkunde Hamburg"
203985;"2015-05-22 10:00:00";22115;"Grundschule";"Hamburger Kunsthalle"
203268;"2014-11-25 14:00:00";22767;"Grundschule";"Zoologisches Museum im CeNaK"
201730;"2014-10-02 10:00:00";20251;"Grundschule";"Museum für Hamburgische Geschichte"
201728;"2014-09-24 10:00:00";22049;"Stadtteilschule";"Museum der Arbeit "
198410;"2015-04-21 11:00:00";22179;"Grundschule";"Bucerius Kunst Forum"
2287;"2013-01-17 10:15:00";22089;"Grundschule";"Hamburger Kunsthalle"
204299;"2015-04-28 11:00:00";22607;"Stadtteilschule";"Bucerius Kunst Forum"
205517;"2015-03-10 10:00:00";20355;"Grundschule";"Zoologisches Museum im CeNaK"
191202;"2013-04-04 10:00:00";22587;"Grundschule";"Hamburger Kunsthalle"
204754;"2015-04-15 10:30:00";22303;"Grundschule";"Museum für Hamburgische Geschichte"
194997;"2013-09-18 13:00:00";22587;"Grundschule";"Hafenmuseum Hamburg"
47446;"2014-04-02 10:00:00";22041;"Grundschule";"Museum für Völkerkunde Hamburg"
184403;"2013-04-16 10:30:00";20357;"Grundschule";"Museum für Hamburgische Geschichte"
35066;"2013-06-07 10:30:00";22117;"Grundschule";"Hamburger Kunsthalle"
62991;"2016-07-05 11:45:00";20249;"Grundschule";"Museum der Arbeit "
66271;"2013-05-23 10:00:00";22457;"Grundschule";"Museum für Hamburgische Geschichte"
3094;"2014-06-20 10:00:00";21029;"Grundschule";"Museum für Hamburgische Geschichte"
82811;"2013-06-05 10:15:00";22359;"Grundschule";"Museum für Hamburgische Geschichte"
198039;"2016-01-07 14:00:00";20146;"Stadtteilschule";"Zoologisches Museum im CeNaK"
201886;"2015-03-30 10:30:00";20249;"Grundschule";"Bucerius Kunst Forum"
204940;"2015-02-05 10:30:00";21035;"Grundschule";"Hamburger Kunsthalle"
3967;"2013-05-30 11:00:00";21037;"Grundschule";"Altonaer Museum "
194625;"2014-10-10 10:00:00";22589;"Grundschule";"Museum der Arbeit "
198246;"2014-06-25 10:30:00";22047;"Grundschule";"Museum für Hamburgische Geschichte"
2286;"2013-04-10 10:15:00";21031;"Grundschule";"Museum für Hamburgische Geschichte"
117186;"2013-06-06 11:00:00";21109;"Sonderschule";"Hamburger Kunsthalle"
205386;"2015-03-03 11:15:00";22143;"Grundschule";"Museum für Völkerkunde Hamburg"
198377;"2015-06-03 09:00:00";22149;"Grundschule";"Hamburger Kunsthalle"
194453;"2013-09-25 09:00:00";22395;"Grundschule";"Museum für Völkerkunde Hamburg"
202164;"2014-11-27 09:00:00";22417;"Grundschule";"Hamburger Kunsthalle"
20781;"2014-02-12 10:00:00";22303;"Grundschule";"Museum für Völkerkunde Hamburg"
185263;"2013-04-26 10:30:00";20253;"Grundschule";"Hamburger Kunsthalle"
25791;"2013-08-30 10:00:00";22393;"Grundschule";"Zoologisches Museum im CeNaK"
147728;"2014-06-05 12:00:00";22761;"Grundschule";"Museum der Arbeit "
194677;"2014-05-27 09:30:00";22395;"Grundschule";"Museum für Hamburgische Geschichte"
202584;"2014-11-14 09:00:00";22605;"Grundschule";"Hamburger Kunsthalle"
198396;"2014-03-20 10:00:00";22455;"Grundschule";"Museum für Völkerkunde Hamburg"
3859;"2013-08-14 09:30:00";20535;"Grundschule";"Archäologisches Museum Hamburg "
193921;"2013-10-09 10:30:00";22607;"Grundschule";"Museum der Arbeit "
191511;"2013-04-18 10:15:00";20249;"Grundschule";"Hamburger Kunsthalle"
208433;"2015-06-23 10:00:00";22767;"Grundschule";"Zoologisches Museum im CeNaK"
209944;"2015-11-04 10:00:00";22115;"Grundschule";"Hamburger Kunsthalle"
198756;"2014-06-11 10:00:00";22149;"Grundschule";"Museum für Hamburgische Geschichte"
31596;"2015-04-01 11:00:00";22299;"Grundschule";"Bucerius Kunst Forum"
192771;"2013-05-02 10:00:00";22453;"Grundschule";"Hamburger Kunsthalle"
168088;"2015-04-24 09:30:00";22547;"Grundschule";"Hamburger Kunsthalle"
200232;"2014-06-05 09:00:00";21033;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
202430;"2014-11-19 13:30:00";22175;"Gymnasium";"Bucerius Kunst Forum"
132171;"2014-09-26 11:00:00";22359;"Gymnasium";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
192659;"2013-04-19 11:30:00";22453;"Gymnasium";"Museum für Hamburgische Geschichte"
178978;"2013-10-21 10:30:00";22549;"Stadtteilschule";"HSV-Museum"
193673;"2013-08-15 09:30:00";21149;"Gemeinschaftsschule";"KZ-Gedenkstätte Neuengamme"
192845;"2013-05-16 10:00:00";22455;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
116166;"2016-07-11 09:30:00";20459;"Stadtteilschule";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
207993;"2015-06-25 09:00:00";22587;"Stadtteilschule";"Museum für Völkerkunde Hamburg"
192534;"2013-04-11 10:15:00";20144;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
199876;"2016-02-09 10:15:00";22145;"Stadtteilschule";"Internationales Maritimes Museum Hamburg"
195994;"2014-02-25 09:30:00";22761;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
1846;"2013-03-28 10:00:00";22529;"Gymnasium";"Speicherstadtmuseum"
32231;"2013-08-22 13:00:00";21035;"Gymnasium";"Hamburger Kunsthalle"
172333;"2014-12-12 12:00:00";22527;"Stadtteilschule";"Hamburger Kunsthalle"
197400;"2014-02-04 13:30:00";22115;"Stadtteilschule";"Museum für Völkerkunde Hamburg"
198531;"2014-03-26 09:30:00";21149;"Gemeinschaftsschule";"KZ-Gedenkstätte Neuengamme"
15641;"2013-10-15 09:00:00";22587;"Stadtteilschule";"HSV-Museum"
117306;"2013-04-24 12:45:00";21035;"Stadtteilschule";"Museum für Bergedorf und die Vierlande"
2601;"2013-04-09 10:00:00";22159;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
119276;"2014-08-29 12:00:00";22111;"Gymnasium";"Hamburger Kunsthalle"
101231;"2013-09-16 14:45:00";20099;"Gymnasium";"Museum der Arbeit "
179923;"2014-04-01 10:30:00";22397;"Grundschule";"Hamburger Kunsthalle"
171398;"2013-02-18 14:00:00";21035;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
197680;"2014-01-29 10:30:00";22761;"Stadtteilschule";"Museum der Arbeit "
180093;"2015-11-25 11:00:00";22175;"Gymnasium";"Archäologisches Museum Hamburg "
10786;"2015-09-29 10:00:00";22765;"Gymnasium";"Museum für Kunst und Gewerbe "
186963;"2014-11-05 12:15:00";22299;"Gymnasium";"Zoologisches Museum im CeNaK"
197617;"2014-01-28 11:00:00";20251;"Stadtteilschule";"Zoologisches Museum im CeNaK"
200430;"2014-06-24 11:00:00";21107;"Stadtteilschule";"Archäologisches Museum Hamburg "
9336;"2016-07-05 10:30:00";22145;"Gymnasium";"Hamburger Kunsthalle"
1787;"2013-11-26 12:00:00";22359;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
195092;"2013-10-14 09:00:00";22587;"Gymnasium";"HSV-Museum"
66991;"2014-09-25 12:00:00";22043;"Stadtteilschule";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
192644;"2013-04-26 12:45:00";22605;"Gymnasium";"Museum für Kunst und Gewerbe "
202670;"2014-11-11 09:00:00";22041;"Gymnasium";"Bucerius Kunst Forum"
199132;"2014-04-08 12:45:00";21075;"Stadtteilschule";"Hamburger Kunsthalle"
199420;"2014-07-08 10:00:00";22417;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
203101;"2016-09-23 10:00:00";22143;"Gymnasium";"Hamburger Kunsthalle"
206836;"2015-09-22 10:00:00";22525;"Stadtteilschule";"Museum für Kunst und Gewerbe "
191901;"2013-04-02 12:00:00";22303;"Stadtteilschule";"Hamburger Kunsthalle"
1515;"2013-10-15 12:00:00";22305;"Stadtteilschule";"Sammlung Falckenberg - Deichtorhallen Hamburg"
167933;"2014-04-08 12:00:00";22457;"Stadtteilschule";"Museum für Kunst und Gewerbe "
199040;"2014-06-12 11:00:00";22457;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
87741;"2014-04-14 10:00:00";22523;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
120371;"2014-10-09 13:30:00";22419;"Stadtteilschule";"Hamburger Kunsthalle"
67766;"2013-04-26 10:00:00";20099;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
117156;"2013-09-27 11:00:00";22081;"Gymnasium";"Archäologisches Museum Hamburg "
204752;"2015-01-29 10:00:00";22605;"Gymnasium";"Altonaer Museum "
194934;"2015-04-27 10:00:00";22527;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
117156;"2014-06-25 11:00:00";22081;"Gymnasium";"Internationales Maritimes Museum Hamburg"
196592;"2016-06-10 11:15:00";22303;"Stadtteilschule";"Hamburger Kunsthalle"
100226;"2013-09-26 11:30:00";22307;"Stadtteilschule";"Hamburger Kunsthalle"
168823;"2014-01-17 10:00:00";21109;"Gymnasium";"Museum der Arbeit "
32231;"2013-09-12 10:00:00";21035;"Gymnasium";"Hamburger Kunsthalle"
35756;"2014-11-25 09:00:00";21077;"Gymnasium";"Bucerius Kunst Forum"
3044;"2015-02-06 10:00:00";21035;"Stadtteilschule";"Hamburger Kunsthalle"
98466;"2014-03-18 09:00:00";20144;"Gymnasium";"Bucerius Kunst Forum"
194938;"2013-10-23 09:00:00";21149;"Stadtteilschule";"Archäologisches Museum Hamburg "
47996;"2013-12-02 10:00:00";21107;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
190966;"2013-04-11 11:00:00";22395;"Stadtteilschule";"Archäologisches Museum Hamburg "
192249;"2014-04-16 13:30:00";22587;"Gymnasium";"Bucerius Kunst Forum"
172693;"2014-09-22 13:00:00";22419;"Gymnasium";"Museum der Arbeit "
199640;"2014-05-08 09:00:00";21033;"Stadtteilschule";"Bucerius Kunst Forum"
204345;"2015-01-14 13:00:00";20259;"Gymnasium";"Zoologisches Museum im CeNaK"
71931;"2015-04-14 09:30:00";22527;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
203826;"2015-01-13 11:15:00";22587;"Stadtteilschule";"Zoologisches Museum im CeNaK"
204984;"2015-02-06 10:00:00";21035;"Stadtteilschule";"Museum für Bergedorf und die Vierlande"
194428;"2014-08-22 11:00:00";22605;"Gymnasium";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
145913;"2014-09-04 09:30:00";22761;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
201843;"2014-09-19 10:00:00";22765;"Gymnasium";"Altonaer Museum "
206824;"2015-07-08 12:30:00";22049;"Stadtteilschule";"Hamburger Kunsthalle"
197476;"2014-02-18 11:45:00";22307;"Stadtteilschule";"Museum für Völkerkunde Hamburg"
186963;"2014-01-09 10:15:00";22299;"Gymnasium";"Zoologisches Museum im CeNaK"
146208;"2015-04-01 10:00:00";22769;"Gymnasium";"Bucerius Kunst Forum"
39976;"2014-12-03 17:00:00";20259;"Stadtteilschule";"Hamburger Kunsthalle"
44986;"2013-03-19 14:00:00";22549;"Gymnasium";"Museum für Kunst und Gewerbe "
1697;"2013-04-11 10:30:00";20355;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
204866;"2015-01-26 10:00:00";21037;"Stadtteilschule";"Zoologisches Museum im CeNaK"
103411;"2013-06-18 09:00:00";22529;"Gymnasium";"Archäologisches Museum Hamburg "
153488;"2014-04-09 09:00:00";22303;"Stadtteilschule";"Archäologisches Museum Hamburg "
195399;"2014-06-04 10:45:00";22337;"Gymnasium";"Hamburger Kunsthalle"
44511;"2016-10-11 11:00:00";21029;"Gymnasium";"Museum der Arbeit "
179018;"2015-12-07 14:00:00";20144;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
162103;"2013-10-21 11:00:00";22043;"Stadtteilschule";"Zoologisches Museum im CeNaK"
99021;"2013-03-28 10:00:00";21077;"Sonderschule";"Archäologisches Museum Hamburg "
190651;"2013-02-20 10:00:00";22159;"Stadtteilschule";"Museum für Völkerkunde Hamburg"
10476;"2013-11-07 14:30:00";22143;"Gymnasium";"Zoologisches Museum im CeNaK"
115776;"2015-05-21 11:30:00";22297;"Sonderschule";"Museum für Hamburgische Geschichte"
3396;"2013-05-28 09:30:00";21031;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
192984;"2014-05-05 12:00:00";22605;"Gymnasium";"Bucerius Kunst Forum"
201689;"2014-09-05 10:30:00";21029;"Gymnasium";"Sammlung Falckenberg - Deichtorhallen Hamburg"
146358;"2013-05-21 14:00:00";20099;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
191068;"2013-02-07 10:00:00";22115;"Stadtteilschule";"Museum für Kunst und Gewerbe "
192823;"2014-02-25 09:00:00";22397;"Gymnasium";"Bucerius Kunst Forum"
202338;"2014-11-14 14:30:00";21129;"Gymnasium";"Hamburger Kunsthalle"
12546;"2014-01-28 11:30:00";22587;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
202124;"2015-04-15 09:30:00";22457;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
2947;"2016-06-14 10:45:00";22761;"Stadtteilschule";"BallinStadt - das Auswanderermuseum Hamburg"
192968;"2013-04-29 10:00:00";21031;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
196555;"2015-01-14 14:30:00";21079;"Gymnasium";"Zoologisches Museum im CeNaK"
94431;"2014-10-02 10:30:00";22605;"Gymnasium";"Bucerius Kunst Forum"
195759;"2013-12-16 11:00:00";22179;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
190704;"2013-01-15 10:00:00";22115;"Stadtteilschule";"Museum für Völkerkunde Hamburg"
200367;"2014-10-30 14:00:00";21033;"Stadtteilschule";"Internationales Maritimes Museum Hamburg"
163703;"2016-09-21 14:00:00";22765;"Stadtteilschule";"Hamburger Kunsthalle"
9951;"2014-08-22 11:00:00";22587;"Stadtteilschule";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
203846;"2014-12-19 09:00:00";20535;"Stadtteilschule";"Hamburger Kunsthalle"
187598;"2013-04-25 14:00:00";22767;"Stadtteilschule";"Hamburger Kunsthalle"
186633;"2014-01-10 09:30:00";22159;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
197873;"2014-09-10 10:00:00";22111;"Stadtteilschule";"Hamburger Kunsthalle"
129151;"2015-06-16 10:00:00";22455;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
194676;"2013-09-13 15:30:00";22111;"Grundschule";"Museum der Arbeit "
31331;"2014-12-17 14:00:00";22175;"Gymnasium";"Bucerius Kunst Forum"
193087;"2013-04-17 11:00:00";22337;"Gymnasium";"Museum für Kunst und Gewerbe "
194296;"2013-08-22 11:30:00";22559;"Gymnasium";"Museum für Hamburgische Geschichte"
55696;"2015-02-11 09:00:00";22159;"Stadtteilschule";"Bucerius Kunst Forum"
201943;"2014-09-25 11:00:00";22549;"Stadtteilschule";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
32991;"2013-10-31 10:30:00";22605;"Sonderschule";"Mahnmal St. Nikolai "
29731;"2014-11-06 10:30:00";22395;"Stadtteilschule";"Museum der Arbeit "
135928;"2014-09-19 13:30:00";22527;"Gymnasium";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
66991;"2013-09-16 10:30:00";22043;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
1328;"2014-03-20 15:00:00";22111;"Gymnasium";"Bucerius Kunst Forum"
97316;"2013-05-30 11:30:00";22307;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
161173;"2013-06-18 10:00:00";22523;"Grundschule";"Museum für Hamburgische Geschichte"
80481;"2014-09-01 09:30:00";22763;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
200633;"2014-07-04 11:30:00";21109;"Gymnasium";"Altonaer Museum "
196106;"2015-02-03 11:30:00";20535;"Stadtteilschule";"Hamburger Kunsthalle"
195177;"2013-09-27 10:15:00";21035;"Stadtteilschule";"BallinStadt - das Auswanderermuseum Hamburg"
207907;"2015-06-16 14:00:00";21079;"Gymnasium";"Altonaer Museum "
196935;"2014-01-09 11:00:00";22399;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
194632;"2013-09-13 10:00:00";21035;"Gymnasium";"BallinStadt - das Auswanderermuseum Hamburg"
129571;"2014-12-17 11:30:00";22147;"Gymnasium";"Hamburger Kunsthalle"
738;"2013-09-04 09:30:00";22111;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
146468;"2013-08-22 12:00:00";22395;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
192697;"2013-05-17 10:00:00";22761;"Stadtteilschule";"Museum der Arbeit "
196060;"2014-11-26 12:00:00";22455;"Stadtteilschule";"Hamburger Kunsthalle"
200923;"2014-07-01 12:00:00";22049;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
201658;"2015-02-27 10:00:00";20097;"Gymnasium";"Museum für Kunst und Gewerbe "
205199;"2015-03-31 11:00:00";22043;"Stadtteilschule";"Museum für Kunst und Gewerbe "
210565;"2015-10-07 12:00:00";22765;"Gymnasium";"Jüdischer Friedhof in Hamburg-Altona"
202428;"2014-11-11 09:00:00";22605;"Gymnasium";"Archäologisches Museum Hamburg "
72181;"2013-06-13 10:30:00";22457;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
98956;"2015-04-01 10:00:00";22159;"Stadtteilschule";"Hamburger Kunsthalle"
198357;"2014-05-07 11:00:00";22455;"Gymnasium";"Zoologisches Museum im CeNaK"
130951;"2013-10-21 12:30:00";21035;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
199154;"2014-07-03 12:00:00";22179;"Gymnasium";"Zoologisches Museum im CeNaK"
39786;"2014-06-17 12:30:00";22587;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
195399;"2015-02-11 12:30:00";22337;"Gymnasium";"Museum für Kunst und Gewerbe "
196976;"2014-05-20 10:15:00";20144;"Stadtteilschule";"Hamburger Kunsthalle"
205834;"2015-03-24 10:00:00";21029;"Gymnasium";"Zoologisches Museum im CeNaK"
83071;"2014-11-04 10:00:00";22587;"Stadtteilschule";"Zoologisches Museum im CeNaK"
145923;"2015-10-14 10:00:00";22587;"Gymnasium";"Museum für Kunst und Gewerbe "
119276;"2015-02-27 10:30:00";22111;"Gymnasium";"Hamburger Kunsthalle"
88071;"2015-02-10 11:00:00";22453;"Gymnasium";"Deichtorhallen Hamburg - Internationale Kunst und Fotografie"
145913;"2014-09-04 09:30:00";22761;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
200365;"2016-06-24 10:00:00";21029;"Gymnasium";"KZ-Gedenkstätte Neuengamme"
192468;"2013-04-09 09:00:00";21149;"Stadtteilschule";"Archäologisches Museum Hamburg "
179198;"2013-11-07 10:00:00";21033;"Stadtteilschule";"KZ-Gedenkstätte Neuengamme"
83071;"2014-12-09 14:00:00";22587;"Stadtteilschule";"Zoologisches Museum im CeNaK"
56791;"2016-07-15 10:00:00";21129;"Gymnasium";"Museum für Kunst und Gewerbe "
146228;"2014-02-25 10:30:00";22527;"Gymnasium";"Bucerius Kunst Forum"
203652;"2014-12-03 09:00:00";22179;"Gymnasium";"Bucerius Kunst Forum"
