"latitude";"longitude";"Schulnummer";"Schulname";"Schule.PLZ";"Schule.Strasse";"Schule.Hausnr";"Schule.Hausnr.2";"Kennz.Zweigstelle";"Ergebnis"
53.48311;10.201288;8016;"August-Hermann-Francke-Schule Bergedorf";21035;"Glasbl‰serhˆfe";2;"";"keine Zweigstelle";47
53.602925;10.126533;8101;"Rudolf-Steiner-Schule Wandsbek";22159;"Rahlstedter Weg";60;"";"keine Zweigstelle";860
53.549091;9.856721;8102;"Rudolf-Steiner-Schule Nienstedten";22609;"Elbchaussee";366;"";"keine Zweigstelle";477
53.569688;10.063392;8106;"Friedrich-Robbe-Institut";22041;"B‰renallee";15;"";"keine Zweigstelle";89
53.676245;10.136042;8112;"Rudolf-Steiner-Schule Bergstedt";22395;"Bergstedter Chaussee";207;"";"keine Zweigstelle";463
53.550428;9.921778;8113;"Rudolf-Steiner-Schule Altona";22763;"Bleickenallee";1;"";"keine Zweigstelle";400
53.460973;9.889956;8114;"Rudolf-Steiner-Schule Harburg";21149;"Ehestorfer Heuweg";82;"";"keine Zweigstelle";450
53.484929;10.217051;8115;"Rudolf-Steiner-Schule Bergedorf";21029;"Am Brink";7;"";"keine Zweigstelle";416
53.465547;9.959397;8117;"Michael Schule";21075;"Woellmerstraﬂe";1;"";"keine Zweigstelle";93
53.627406;10.122948;8118;"Haus des Lernens";22159;"Lienaustraﬂe";14;"";"keine Zweigstelle";17
53.554501;10.069192;8201;"Wichern-Schule (Stadtteilschule)";22111;"Horner Weg";164;"";"keine Zweigstelle";510
53.554501;10.069192;8202;"Wichern-Schule (Gymnasium)";22111;"Horner Weg";164;"";"keine Zweigstelle";629
53.554501;10.069192;8204;"Wichern-Schule (Grundschule)";22111;"Horner Weg";164;"";"keine Zweigstelle";298
53.562403;9.854976;8301;"Jenisch-Gymnasium";22609;"Jenischstraﬂe";48;"";"keine Zweigstelle";304
53.547471;10.026832;8302;"Bilinguales Gymnasium Phorms Hamburg";20097;"Wendenstraﬂe";35;"";"keine Zweigstelle";84
53.551323;10.018785;8405;"Privates Abendgymnasium Brecht";20097;"Norderstraﬂe";163;"";"keine Zweigstelle";300
53.566067;9.957488;8501;"Christian- Morgenstern- Schule (Stadtteilschule)";22769;"Heinrichstraﬂe";14;"";"keine Zweigstelle";116
53.618437;10.027635;8502;"Zukunftsschule Alsterpalais (Stadtteilschule)";22337;"Alsterdorfer Straﬂe";523;"";"keine Zweigstelle";49
